date	open	high	low	close	volume	code
2016-01-14	22620	22840	22620	22760	10451100	a005930
2016-01-13	23060	23180	22960	22960	7165800	a005930
2016-01-12	22960	23320	22880	22920	10314150	a005930
2016-01-11	23120	23320	22920	23040	12063850	a005930
2016-01-08	23260	23720	23260	23420	12888150	a005930
2016-01-07	23320	23660	23020	23260	14119400	a005930
2016-01-06	24160	24160	23360	23500	18337600	a005930
2016-01-05	24040	24360	23720	24160	10800100	a005930
2016-01-04	25200	25200	24100	24100	15346950	a005930
2015-12-30	25200	25440	25080	25200	10197900	a005930
2015-12-29	25300	25320	24820	25080	11647200	a005930
2015-12-28	25700	25780	25320	25320	11361500	a005930
2015-12-24	25900	26000	25700	25700	7807550	a005930
2015-12-23	25840	25980	25640	25900	10357400	a005930
2015-12-22	25600	25840	25340	25840	10309600	a005930
2015-12-21	25560	25700	25220	25600	8023300	a005930
2015-12-18	25300	25760	25280	25560	8418450	a005930
2015-12-17	26020	26160	25500	25800	8733850	a005930
2015-12-16	25560	26200	25560	25980	10398100	a005930
2015-12-15	25220	25600	25200	25540	8774700	a005930
2015-12-14	25460	25460	25100	25220	11140050	a005930
2015-12-11	25660	25900	25440	25680	10336450	a005930
2015-12-10	25260	25860	25260	25660	15193350	a005930
2015-12-09	25240	25500	25240	25260	9090600	a005930
2015-12-08	25240	25440	25240	25240	6916100	a005930
2015-12-07	25380	25500	25240	25240	9805350	a005930
2015-12-04	25500	25600	25340	25380	9635550	a005930
2015-12-03	25900	25940	25720	25800	8334750	a005930
2015-12-02	26420	26440	25880	26000	11481400	a005930
2015-12-01	25880	26440	25760	26420	12605650	a005930
2015-11-30	26500	26500	25680	25680	26700300	a005930
2015-11-27	26900	26980	26540	26540	8492700	a005930
2015-11-26	25980	26800	25980	26700	9290000	a005930
2015-11-25	26000	26200	25980	25980	7131350	a005930
2015-11-24	25640	26100	25640	25980	7978000	a005930
2015-11-23	25700	26040	25620	25640	9941000	a005930
2015-11-20	25780	25920	25560	25700	8436000	a005930
2015-11-19	25800	25800	25420	25780	9642500	a005930
2015-11-18	25440	25800	25440	25620	8386750	a005930
2015-11-17	25500	25800	25400	25400	9309200	a005930
2015-11-16	25820	25820	25260	25260	13785250	a005930
2015-11-13	26340	26340	26000	26000	8883850	a005930
2015-11-12	26660	26680	26340	26340	7870850	a005930
2015-11-11	26420	26900	26420	26660	7022450	a005930
2015-11-10	26720	26820	26280	26420	9877550	a005930
2015-11-09	26760	26880	26420	26880	9283050	a005930
2015-11-06	26860	26960	26600	26760	8216100	a005930
2015-11-05	26600	27080	26600	26840	8652100	a005930
2015-11-04	27040	27220	26520	26600	14053500	a005930
2015-11-03	27620	27620	27000	27040	15092000	a005930
2015-11-02	27700	27860	27480	27660	19327300	a005930
2015-10-30	26900	27800	26820	27440	25469250	a005930
2015-10-29	26600	27840	26480	26500	31523550	a005930
2015-10-28	25880	26160	25820	26160	13565150	a005930
2015-10-27	25640	25980	25620	25960	6612050	a005930
2015-10-26	25960	25960	25440	25840	7608250	a005930
2015-10-23	26000	26000	25560	25780	13153550	a005930
2015-10-22	25600	25900	25380	25600	11533650	a005930
2015-10-21	25300	25640	25180	25400	6978350	a005930
2015-10-20	25200	25460	25120	25320	7517350	a005930
2015-10-19	25140	25300	24980	25120	5853500	a005930
2015-10-16	25300	25380	25180	25300	7198400	a005930
2015-10-15	24880	25640	24860	25380	12425150	a005930
2015-10-14	24960	25200	24740	25080	8752550	a005930
2015-10-13	25200	25440	24960	25040	9900000	a005930
2015-10-12	25200	25260	24940	25200	18948700	a005930
2015-10-08	25000	25580	25000	25400	28533850	a005930
2015-10-07	23960	25040	23720	25020	39975100	a005930
2015-10-06	22600	23100	22540	23020	19149350	a005930
2015-10-05	22380	22620	22300	22300	12096750	a005930
2015-10-02	22240	22660	22240	22380	13715100	a005930
2015-10-01	22800	22900	22420	22680	12052050	a005930
2015-09-30	22000	22680	21800	22680	22946800	a005930
2015-09-25	22400	22500	22180	22240	10458000	a005930
2015-09-24	22520	22700	22500	22520	6636050	a005930
2015-09-23	22880	22880	22500	22620	9882450	a005930
2015-09-22	22860	23000	22600	22900	12533750	a005930
2015-09-21	23260	23460	23000	23000	10267950	a005930
2015-09-18	22900	23840	22700	23800	21813500	a005930
2015-09-17	23060	23140	22880	23140	13698000	a005930
2015-09-16	22420	23140	22420	23040	17188150	a005930
2015-09-15	22280	22560	22260	22460	11647800	a005930
2015-09-14	22400	22480	22200	22480	8353650	a005930
2015-09-11	22520	22660	22300	22300	10208350	a005930
2015-09-10	22600	22780	22360	22680	18128400	a005930
2015-09-09	22920	22940	22720	22940	12968800	a005930
2015-09-08	22260	22720	22120	22620	9116500	a005930
2015-09-07	22580	22580	22100	22240	9590250	a005930
2015-09-04	22880	22880	22360	22580	12586700	a005930
2015-09-03	22040	22460	21860	22440	15257100	a005930
2015-09-02	21380	21900	21300	21800	15634150	a005930
2015-09-01	21780	21960	21620	21700	12018600	a005930
2015-08-31	21420	21780	21040	21780	20415450	a005930
2015-08-28	21720	21720	21460	21620	23111150	a005930
2015-08-27	21640	21720	21260	21340	24769400	a005930
